,title,price,region
207,"아이폰14프로, 아이폰14프로맥스 판매합니다!",10원,경기도 부천시 역곡3동
208,아이폰12프로 -> 아이폰 12미니 + 추가금,111만 1111원,서울 동대문구 답십리제2동
209,"아이폰8 스그 64gb (상태 매우 좋음, 기스 깨짐 없음) “앗 아이폰8 신발보다 싸다!!!??” (조던기준;)","145,000원",대구 달서구 호림동
210,"아이폰 정품 실리콘 케이스 핑크 (아이폰7, 아이폰8, 아이폰se2)","18,000원",서울 양천구 신정3동
211,아이폰 12프로 -> 아이폰 12미니 + 추가금,1111만 1111원,서울 동대문구 이문제2동
212,아이폰케이스 토리버치 토리버치아이폰케이스 토리버치폰케이스 아이폰6케이스 아이폰7케이스,"20,000원",경기도 양주시 옥정동
213,아이폰10 64 골드 . 아이폰x64 골드,"210,000원",서울 노원구 상계2동
214,아이폰12 아이폰12프로 벨킨 울트라글라스 강화유리,"20,000원",충북 청주시 흥덕구 봉명2.송정동
215,아이폰 12프로 -> 아이폰 13미니,1억 1111만 1111원,서울 동대문구 답십리제2동
216,"아이폰14,아이폰14플러스 판매합니다!",10원,경기도 부천시 역곡3동
217,아이폰X /아이폰XS 케이스 그립톡 세컨드모닝,"8,000원",서울 관악구 서림동
218,아이폰 12프로 맥스 256기가/ iPhone 12Pro Max 256GB,101만원,서울 송파구 잠실6동
219,아이폰 12프로 -> 아이폰 13미니 교환 구합니다!,나눔🧡,서울 동대문구 이문제2동
220,아이폰 12프로 폰케이스 아이폰12pro,"5,000원",경남 거제시 아주동
221,아이폰 14 플러스 512<-> 아이폰 14 프로 256 교환,1원,부산 해운대구 우동
222,아이폰 12 / 아이폰 12 프로 맥세이프 케이스,"12,000원",대전 동구 용전동
223,아이폰12 미니 256 기가 (iPhone12 mini 256G),"450,000원",충북 청주시 서원구 분평동
224,iPhone Xs (아이폰 10s) 512GB,"379,000원",경기도 하남시 신장동
225,아이폰13프로맥스 케이스 핸드폰케이스 (아이폰케이스),"30,000원",경기도 수원시 영통구 망포동
226,아이폰11pro(아이폰11프로) 256GB 미드나잇그린,"500,000원",경기도 고양시 일산서구 주엽1동
227,[침신하이마트] SKT 아이폰13 아이폰13프로 특가!!,,대구 북구 침산동
228,iPhone 아이폰 12 프로 맥스 / 128GB / 퍼시픽블루 / 자급제,"800,000원",경남 창원시 진해구 도만동
229,노형동 아이폰13 아이폰14 미개봉,"850,000원",제주 제주시 이도2동
230,iPhone 아이폰 12 프로 맥스 / 128GB / 퍼시픽블루 / 자급제,"800,000원",경남 창원시 진해구 도만동
231,아이폰 7+ 아이폰 8+ 케이스,"5,000원",광주 광산구 송정동
232,"아이폰 se2 화이트 박스, 아이폰 7 메트블랙 박스, 아이폰 13 mini 레드 박스 판매합니다.","10,000원",경기도 화성시 병점동
233,"아이폰X 팝니다(아이폰10, 미국직구,카메라무음)","215,000원",서울 강남구 대치1동
234,아이폰7 아이폰8 아이폰SE2 케이스,"1,000원",대구 달성군 다사읍
235,아이폰se2 128 미개봉 자급제 팝니다 iphone,"350,000원",서울 광진구 화양동
236,아이폰11(아이폰XR) 액정 보호필름,"4,000원",서울 동작구 사당동
237,iPhone 14 Pro 아이폰 14 프로 1tb 1테라 스페이스블랙 자급제 미개봉,220만원,경남 창원시 마산회원구 양덕2동
238,"아이폰7 , 아이폰8 액정파손 된 기능정상 중고폰 1대만 삽니다.","80,000원",서울 마포구 서교동
239,아이폰xs 케이스 / 아이폰x 케이스,"10,000원",서울 용산구 한강로2가
240,아이폰12 프로 256 그래파이트 A급 상태좋습니다. / apple iphone,"750,000원",대구 수성구 황금동
241,아이폰12미니 퍼플 풀박스 128기가 아이폰 12 mini,"470,000원",대전 중구 선화동
242,아이폰11프로 실버 256 정상해지폰 판매합니다(iphone11pro 256gb silver),"550,000원",광주 광산구 우산동
243,아이폰13프로맥스 512 아이폰13pro max 512,138만원,경기도 고양시 일산서구 대화동
244,아이폰11프로. iphone11pro 256g 판매 그린컬러,"550,000원",전남 목포시 옥암동
245,아이폰12미니256으로 아이폰13미니 교환원합니다 추금 ㄱㄱ,나눔🧡,경남 김해시 어방동
246,아이폰 12미니 블랙 128g. 블루색 아이폰 미니 교환하실분,,서울 강남구 역삼1동
247,(새상품)아이폰13케이스/아이폰13프로pro케이스/아이폰12케이스/아이폰12프로pro케이스풀커버투명케이스젤리케이스,"4,000원",서울 관악구 신사동
248,( 가격모두 내림 )아이폰12미니 / 아이폰13pro / 제트플립3,"350,000원",대구 북구 산격동
249,아이폰11pro 256 로즈골드 배터리100% 아이폰11프로,"530,000원",경기도 시흥시 은행동
250,아이폰13 스타라잍>아이폰13미니 핑크,9억 9999만 9999원,경기도 남양주시 화도읍
251,iphone 아이폰 11프로 256기가 실버,"520,000원",광주 남구 주월2동
252,Iphone 11 pro max 256g 아이폰 11 프로맥스 256기가팜,"600,000원",인천 연수구 송도동
253,"아이폰7으로 추가금 드리고 아이폰 8,se2 구매해봅니다","60,000원",경북 구미시 진평동
254,상태 최상‼️‼️‼️아이폰12 pro 128G(아이폰12 프로),"650,000원",경기도 고양시 일산서구 대화동
255,[미개봉 새상품] Apple iPhone 애플 아이폰 13 자급제 미드나이트 128GB MLPF3KH/A,"900,000원",서울 동작구 사당제2동
256,"아이폰se2, 3, 아이폰7, 8 케이스티파이 케이스 판매합니다","20,000원",경기도 김포시 장기본동
257,시나모롤 산리오- 아이폰7 아이폰6s 케이스,"5,000원",경기도 김포시 풍무동
258,맥세이프 보조배터리 baseus (아이폰12 아이폰13 애플),"20,000원",울산 동구 서부동
259,아이폰11프로/아이폰x/아이폰xs 강화유리2매(새것),"2,000원",경기도 김포시 풍무동
260,아이폰14프로딥퍼플256가.아이폰14일반모델교환또는판매.일주일사용.,150만원,경기도 평택시 서탄면
261,아이폰13미니 케이스 아이폰13미니 에어자켓 케이스,"20,000원",서울 중구 약수동
